,Datum,Profil,Text,Anzahl Likes,Anzahl Kommentare,"Reaktionen, Kommentare & Shares",Post-Interaktionsrate,Profil-ID,Beitrag-ID,Link,Partei,Gruppe,identifier,sentiment,politikfeld,emotion,Organische Impressionen/Aufrufe der Posts,Engagement
0,"09.02.25, 22:18",Luisa Neubauer,"Rip. Am Freitag sehen wir uns auf 130 Klimastreiks gegen den Wahnsinn, die Verdrängung, das Kindertheater fossiler Wahlkampf, den Hass und Rechtsruck. Für uns, Demokratie und Klimagerechtigkeit. ❤️‍🩹","55275,0","786,0","56061,0","0,09594491908321695",265400016,18056831444004184,https://www.instagram.com/p/DF3evjkNU4L/,Die Grünen,Konkurrenz Pers,18056831444004184-265400016,negative,klimaschutz,anger,,
1,"09.02.25, 21:40",DANIELA SEPEHRI,"Dieses TV Duell ist ein einziger Fiebertraum. Zwei Männer diskutieren, wer mehr restriktive Asylrechtsverschärfungen will, wer mehr abschiebt, wer mehr Menschenrechte mit Füßen tritt. Absolut unerträglich.","1222,0","5,0","1227,0","0,0242538050998221",6064267606,18034312019222541,https://www.instagram.com/p/DF3aa1fOe3Y/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18034312019222541-6064267606,negative,migration,disgust,,
2,"09.02.25, 21:31",DANIELA SEPEHRI,"Hä?!
#gendern","1793,0","151,0","1944,0","0,038426566515121566",6064267606,17887878132198068,https://www.instagram.com/reel/DF3ZVGyO8Ak/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,17887878132198068-6064267606,neutral,gesellschaft,surprise,,
3,"09.02.25, 20:54",DANIELA SEPEHRI,"„Ich habe das Asylrecht angegriffen und Menschenrechte eingeschränkt“✨🥰🤌🏾

Alter! Darauf ist man nicht stolz, dafür sollte man sich schämen!

#TVDuell","1711,0","116,0","1827,0","0,03611385649337814",6064267606,18072783406753574,https://www.instagram.com/reel/DF3U-QrO3jU/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18072783406753574-6064267606,negative,migration,anger,,
4,"09.02.25, 20:30",Katarina Barley,"Friedrich Merz hat sein Wort gebrochen und mit der AfD zusammengearbeitet. Man kann ihm nicht mehr vertrauen. Was hält ihn auf, immer wieder dieses Tabu zu brechen?","851,0","13,0","864,0","0,015687413755537803",4025596735,17949544745923218,https://www.instagram.com/p/DF3SX6RN8mK/,SPD,Konkurrenz Pers,17949544745923218-4025596735,negative,gesellschaft,anger,,
5,"09.02.25, 19:36",Ricarda Lang,Duell mit @olafscholz und @merzcdu zu langweilig? Dann hab ich was Besseres für 😉 drüben bei Twitch gibt es ein Live-React von Olli und Paul von @doktor_froid und mir. Los gehts jetzt um 19:45 Uhr auf ihrem Kanal. Schaltet ein! #TVDuell #TeamHabeck,"2368,0","20,0","2388,0","0,019218078514059458",1999401021,18051372833142324,https://www.instagram.com/p/DF3MOTmNV8b/,Die Grünen,Konkurrenz Pers,18051372833142324-1999401021,neutral,events und aktionen,neutral,,
6,"09.02.25, 19:11",DANIELA SEPEHRI,"Gleich ist TV Duell mit Merz und Scholz und ich muss keine Wahrsagerin sein, um zu wissen, dass da zwei 'Abschieben!!!'-Politiker aufeinander treffen und sich batteln, wer die besten Ideen für weitere Asylrechtsverschärfungen (und damit Menschenrechtseinschränkungen) hat.","1310,0","29,0","1339,0","0,02646768135995256",6064267606,17953686227780359,https://www.instagram.com/p/DF3JYAauSqD/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,17953686227780359-6064267606,negative,migration,disgust,,
7,"09.02.25, 18:29",Carola Rackete,"Kommt am 13. und 15. Februar nach Dresden! Zum 80. Jahrestag der Bombardierung wird ein internationaler Neonazi Aufmarsch durch die Dresdener Innenstadt stattfinden, den wir zusammen verhindern müssen. 
Genau wie clara.buenger jule.r.nagel und caren.lay bin ich am 15.02 dabei. Folgt dresdenwiedersetzen für mehr Infos.

#dd1302 #dd1502 #DresdenWiEdersetzen #80Jahre #80JahreDresden#80JahreBombardierung #Dresden45 #Antifa #widersetzen #fckNzs #fghtnzs #dresden #frauenkirchedresden","452,0","7,0","459,0","0,0173031251178045",16736282316,18047453612195020,https://www.instagram.com/reel/DF3Eaw4IwBQ/,Die Linke,Konkurrenz Pers,18047453612195020-16736282316,negative,events und aktionen,anger,,
8,"09.02.25, 14:56",EU&U,"Today, February 9th, in Kosovo🇽🇰, in an increasingly tense interethnic rivalry in the northern regions and due to internal difficulties significantly influenced by EU and US sanctions against Kurti’s government, parliamentary elections are being held. 

🇺🇸🇪🇺The recent election of Trump and Western pressures regarding the lack of coordination in policies towards the Serbian community could have tangible effects on the vote, given the announced difficulties for the LVV party in repeating its overwhelming victory of 2021.

The decision to once again exclude the Serb List, which was later reinstated, along with the many issues affecting the country—including the ongoing diaspora—has certainly strengthened the opposition parties (primarily PDK, LDK, and AAK), which now find themselves in a situation of apparent deadlock ahead of the elections.🗳️

The EU’s interest in these elections has been preceded by a growing desire for accession to the Union by Kosovar citizens (92% of respondents) and concerns over potential foreign interference that could undermine the transparency of the electoral process.🌍 For this reason, the EU has committed to monitoring the vote in support of democracy.💪

🖋️/🖥️ ste_diraimondo 

#europeanunion #useyourvote #kosovo #elections #eu","133,0","8,0","141,0","0,004908957977927096",9073998604,18111209419454399,https://www.instagram.com/reel/DF2qnG1MPJQ/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18111209419454399-9073998604,negative,außenpolitik,neutral,,
9,"09.02.25, 11:33",Luisa Neubauer,"Fyi 🤝🥲 Wir müssen die nächsten zwei Wochen stark sein was belastende Polit-Momente betrifft, aber wenigstens lassen wir uns nicht abhalten für echte Zukunft einzustehen. 14.2. Klimastreik, überall.
.
.
Cover: Lena Faye lena.faye","7340,0","369,0","7709,0","0,013193474629644842",265400016,18486897955009793,https://www.instagram.com/reel/DF2UmvYtt3R/,Die Grünen,Konkurrenz Pers,18486897955009793-265400016,neutral,klimaschutz,neutral,,
